sim_sec,source,interval_sec,network_vehicles,inside_vehicles,outside_vehicles,ttt_veh_h_cumulative,observed_exit_events,terminal_exit_inferred_events,unresolved_inside_disappearances,observed_entry_events,appeared_inside_events,reappeared_inside_events,ttd_observed_plus_terminal_cumulative,stock_closure_residual_veh
365.1,fzp,5.0,2450,1876,574,101.71011111111112,18,4,0,7,29,0,440,0
370.1,fzp,5.0,2479,1904,575,104.33511111111112,11,4,1,12,32,0,455,0
375.1,fzp,5.0,2490,1910,580,106.98372222222223,21,7,0,7,27,0,483,0
380.1,fzp,5.0,2519,1928,591,109.649,23,9,0,11,39,0,515,0
385.1,fzp,5.0,2545,1947,598,112.33997222222223,12,8,0,7,32,0,535,0
390.1,fzp,5.0,2573,1959,614,115.05247222222224,22,8,0,7,35,0,565,0
395.1,fzp,5.0,2597,1966,631,117.77816666666668,17,8,0,5,27,0,590,0
400.1,fzp,5.0,2620,1982,638,120.51983333333334,11,6,0,8,25,0,607,0
405.1,fzp,5.0,2630,1987,643,123.27608333333333,11,14,0,3,27,0,632,0
410.1,fzp,5.0,2632,1988,644,126.0365,12,13,1,1,26,0,657,0
415.1,fzp,5.0,2647,1996,651,128.80316666666667,16,18,0,13,29,0,691,0
420.1,fzp,5.0,2651,2000,651,131.57816666666668,17,11,0,12,20,0,719,0
425.1,fzp,5.0,2669,2005,664,134.35941666666668,18,14,0,8,29,0,751,0
430.1,fzp,5.0,2688,2016,672,137.1517777777778,14,8,0,4,29,0,773,0
435.1,fzp,5.0,2707,2035,672,139.96497222222223,11,6,1,9,28,0,790,0
440.1,fzp,5.0,2739,2052,687,142.80316666666667,14,7,0,7,31,0,811,0
445.1,fzp,5.0,2749,2054,695,145.65455555555556,20,9,0,2,29,0,840,0
450.1,fzp,5.0,2747,2058,689,148.51011111111112,14,5,0,0,23,0,859,0
455.1,fzp,5.0,2758,2069,689,151.37608333333333,16,13,0,8,32,0,888,0
460.1,fzp,5.0,2760,2074,686,154.25316666666666,15,19,0,14,25,0,922,0
465.1,fzp,5.0,2770,2085,685,157.1413611111111,16,25,0,20,32,0,963,0
470.1,fzp,5.0,2771,2101,670,160.04830555555554,12,17,1,14,32,0,992,0
475.1,fzp,5.0,2784,2104,680,162.96844444444443,21,9,0,12,21,0,1022,0
480.1,fzp,5.0,2775,2111,664,165.89552777777777,11,13,0,9,22,0,1046,0
485.1,fzp,5.0,2781,2132,649,168.84205555555556,9,8,0,11,27,0,1063,0
490.1,fzp,5.0,2776,2149,627,171.81497222222222,6,14,0,5,32,0,1083,0
495.1,fzp,5.0,2781,2154,627,174.80316666666667,9,9,0,3,20,0,1101,0
500.1,fzp,5.0,2774,2146,628,177.78927777777778,18,13,0,6,17,0,1132,0
505.1,fzp,5.0,2778,2134,644,180.7615,25,7,2,5,17,0,1164,0
510.1,fzp,5.0,2771,2123,648,183.71775000000002,23,14,0,5,21,0,1201,0
515.1,fzp,5.0,2759,2116,643,186.66150000000002,11,19,2,6,19,0,1231,0
520.1,fzp,5.0,2759,2118,641,189.60177777777778,15,19,0,14,22,0,1265,0
525.1,fzp,5.0,2767,2117,650,192.54275,17,17,0,3,30,0,1299,0
530.1,fzp,5.0,2785,2123,662,195.48719444444447,17,13,0,5,31,0,1329,0
535.1,fzp,5.0,2804,2125,679,198.43719444444446,22,7,0,8,23,0,1358,0
540.1,fzp,5.0,2822,2125,697,201.38858333333334,22,14,0,7,29,0,1394,0
545.1,fzp,5.0,2851,2130,721,204.34344444444446,24,8,0,5,32,0,1426,0
550.1,fzp,5.0,2861,2140,721,207.30872222222223,12,17,0,10,29,0,1455,0
555.1,fzp,5.0,2880,2150,730,210.2878888888889,18,6,0,5,29,0,1479,0
560.1,fzp,5.0,2884,2152,732,213.2753888888889,9,14,0,4,21,0,1502,0
565.1,fzp,5.0,2885,2158,727,216.26844444444444,9,22,0,13,24,0,1533,0
570.1,fzp,5.0,2887,2167,720,219.27191666666667,18,11,0,19,19,0,1562,0
575.1,fzp,5.0,2899,2180,719,222.29066666666668,14,11,0,7,31,0,1587,0
580.1,fzp,5.0,2909,2176,733,225.3156666666667,21,15,0,3,29,0,1623,0
585.1,fzp,5.0,2918,2179,739,228.33997222222223,17,15,0,4,31,0,1655,0
590.1,fzp,5.0,2921,2166,755,231.35733333333334,27,13,1,6,22,0,1695,0
595.1,fzp,5.0,2928,2156,772,234.35872222222224,27,10,0,5,22,0,1732,0
600.1,fzp,5.0,2924,2162,762,237.35733333333334,14,9,1,6,24,0,1755,0
605.1,fzp,5.0,2935,2182,753,240.37400000000002,14,12,0,17,29,0,1781,0
610.1,fzp,5.0,2957,2199,758,243.41636111111114,20,9,0,11,35,0,1810,0
615.1,fzp,5.0,2966,2228,738,246.4906666666667,13,4,0,17,29,0,1827,0
620.1,fzp,5.0,2981,2245,736,249.5969166666667,16,13,0,13,33,0,1856,0
625.1,fzp,5.0,2993,2251,742,252.71913888888892,17,15,1,9,30,0,1888,0
630.1,fzp,5.0,2994,2261,733,255.85247222222225,16,12,1,12,27,0,1916,0
635.1,fzp,5.0,3003,2280,723,259.0059444444445,14,9,0,15,27,0,1939,0
640.1,fzp,5.0,3018,2288,730,262.1781666666667,21,8,0,8,29,0,1968,0
645.1,fzp,5.0,3019,2304,715,265.36705555555557,15,12,0,12,31,0,1995,0
650.1,fzp,5.0,2998,2301,697,268.56497222222225,20,23,0,13,27,0,2038,0
655.1,fzp,5.0,2984,2297,687,271.7580277777778,15,25,2,10,28,0,2078,0
660.1,fzp,5.0,2970,2294,676,274.9462222222222,17,14,0,6,22,0,2109,0
665.1,fzp,5.0,2984,2307,677,278.1413611111111,17,7,0,8,29,0,2133,0
670.1,fzp,5.0,2992,2306,686,281.3448333333333,25,8,1,11,22,0,2166,0
675.1,fzp,5.0,2989,2297,692,284.5413611111111,27,15,0,7,26,0,2208,0
680.1,fzp,5.0,2996,2284,712,287.72261111111106,24,19,0,5,25,0,2251,0
685.1,fzp,5.0,3004,2274,730,290.8878888888888,25,25,0,9,31,0,2301,0
690.1,fzp,5.0,3023,2280,743,294.05038888888885,17,12,0,4,31,0,2330,0
695.1,fzp,5.0,3053,2291,762,297.2246944444444,15,9,0,5,30,0,2354,0
700.1,fzp,5.0,3065,2295,770,300.40941666666663,14,18,0,7,29,0,2386,0
705.1,fzp,5.0,3059,2292,767,303.59483333333327,14,19,0,8,22,0,2419,0
710.1,fzp,5.0,3088,2297,791,306.78163888888884,19,7,0,6,25,0,2445,0
715.1,fzp,5.0,3085,2292,793,309.9684444444444,21,15,0,13,18,0,2481,0
720.1,fzp,5.0,3090,2301,789,313.15802777777776,17,16,0,18,24,0,2514,0
725.1,fzp,5.0,3094,2292,802,316.3476111111111,20,13,0,10,14,0,2547,0
730.1,fzp,5.0,3092,2291,801,319.53025,20,16,0,8,27,0,2583,0
735.1,fzp,5.0,3108,2290,818,322.7115,25,10,3,7,30,0,2618,0
740.1,fzp,5.0,3116,2289,827,325.8913611111111,25,5,2,4,27,0,2648,0
745.1,fzp,5.0,3129,2270,859,329.0573333333333,38,6,2,1,26,0,2692,0
750.1,fzp,5.0,3130,2279,851,332.2163611111111,22,12,1,3,41,0,2726,0
755.1,fzp,5.0,3141,2290,851,335.38927777777775,15,14,0,12,28,0,2755,0
760.1,fzp,5.0,3147,2293,854,338.57191666666665,18,17,0,11,27,0,2790,0
765.1,fzp,5.0,3149,2293,856,341.75663888888886,19,17,0,11,25,0,2826,0
770.1,fzp,5.0,3157,2301,856,344.94691666666665,24,9,0,12,29,0,2859,0
775.1,fzp,5.0,3153,2299,854,348.1413611111111,16,16,0,6,24,0,2891,0
780.1,fzp,5.0,3173,2317,856,351.3469166666667,16,6,0,11,29,0,2913,0
785.1,fzp,5.0,3183,2317,866,354.56497222222225,18,15,0,6,27,0,2946,0
790.1,fzp,5.0,3183,2327,856,357.7899722222223,13,12,0,9,26,0,2971,0
795.1,fzp,5.0,3174,2345,829,361.03441666666674,9,14,0,15,26,0,2994,0
800.1,fzp,5.0,3163,2362,801,364.30316666666675,12,16,0,20,25,0,3022,0
805.1,fzp,5.0,3149,2356,793,367.57955555555566,18,16,0,7,21,0,3056,0
810.1,fzp,5.0,3143,2349,794,370.84691666666674,23,19,0,6,29,0,3098,0
815.1,fzp,5.0,3138,2351,787,374.11080555555566,11,16,0,6,23,0,3125,0
820.1,fzp,5.0,3138,2346,792,377.3726111111112,23,17,0,12,23,0,3165,0
825.1,fzp,5.0,3138,2337,801,380.6246944444446,25,13,0,9,20,0,3203,0
830.1,fzp,5.0,3139,2338,801,383.87122222222234,13,12,0,4,22,0,3228,0
835.1,fzp,5.0,3141,2333,808,387.1149722222223,23,11,0,4,25,0,3262,0
840.1,fzp,5.0,3147,2333,814,390.3552500000001,22,15,0,6,31,0,3299,0
845.1,fzp,5.0,3155,2329,826,393.59275000000014,30,7,0,8,25,0,3336,0
850.1,fzp,5.0,3168,2330,838,396.8281666666668,23,15,0,10,29,0,3374,0
855.1,fzp,5.0,3183,2330,853,400.0642777777779,19,10,1,7,23,0,3403,0
860.1,fzp,5.0,3189,2333,856,403.3024722222223,11,12,0,4,22,0,3426,0
865.1,fzp,5.0,3191,2333,858,406.5427500000001,16,13,1,8,22,0,3455,0
870.1,fzp,5.0,3208,2335,873,409.7844166666668,20,12,0,10,24,0,3487,0
875.1,fzp,5.0,3212,2334,878,413.0267777777779,17,16,0,8,24,0,3520,0
880.1,fzp,5.0,3203,2317,886,416.25663888888903,24,18,0,5,20,0,3562,0
885.1,fzp,5.0,3194,2295,899,419.4594166666668,33,18,1,6,24,0,3613,0
890.1,fzp,5.0,3193,2287,906,422.6413611111113,23,15,1,10,21,0,3651,0
895.1,fzp,5.0,3184,2270,914,425.8059444444446,23,15,3,5,19,0,3689,0
900.1,fzp,5.0,3187,2272,915,428.96011111111125,17,9,1,1,28,0,3715,0
905.1,fzp,5.0,3196,2288,908,432.12677777777793,16,15,0,14,33,0,3746,0
910.1,fzp,5.0,3209,2308,901,435.3184444444446,13,7,0,12,28,0,3766,0
915.1,fzp,5.0,3220,2319,901,438.53163888888906,19,17,0,17,30,0,3802,0
920.1,fzp,5.0,3233,2322,911,441.7545555555557,23,12,1,12,27,0,3837,0
925.1,fzp,5.0,3244,2338,906,444.9906666666668,12,16,0,12,32,0,3865,0
930.1,fzp,5.0,3251,2353,898,448.2483055555557,14,12,0,8,33,0,3891,0
935.1,fzp,5.0,3245,2361,884,451.5219166666668,14,14,0,4,32,0,3919,0
940.1,fzp,5.0,3251,2385,866,454.81775000000016,9,13,0,9,37,0,3941,0
945.1,fzp,5.0,3261,2407,854,458.14552777777794,10,6,0,4,34,0,3957,0
950.1,fzp,5.0,3264,2414,850,461.4934444444446,16,15,0,9,29,0,3988,0
955.1,fzp,5.0,3282,2435,847,464.8608055555557,12,12,0,11,34,0,4012,0
960.1,fzp,5.0,3291,2440,851,468.2462222222224,15,14,0,6,28,0,4041,0
965.1,fzp,5.0,3306,2450,856,471.6420555555557,20,14,0,9,35,0,4075,0
970.1,fzp,5.0,3321,2465,856,475.05525000000017,24,11,0,19,31,0,4110,0
975.1,fzp,5.0,3336,2478,858,478.4878888888891,20,4,0,8,29,0,4134,0
980.1,fzp,5.0,3363,2493,870,481.9399722222224,16,9,0,8,32,0,4159,0
985.1,fzp,5.0,3374,2493,881,485.4024722222224,21,12,0,7,26,0,4192,0
990.1,fzp,5.0,3405,2504,901,488.87261111111127,22,11,0,16,28,0,4225,0
995.1,fzp,5.0,3409,2492,917,492.3420555555557,28,11,0,7,20,0,4264,0
1000.1,fzp,5.0,3425,2488,937,495.800388888889,22,17,0,9,26,0,4303,0
1005.1,fzp,5.0,3432,2478,954,499.24900000000014,17,19,0,5,21,0,4339,0
1010.1,fzp,5.0,3449,2482,967,502.6934444444446,24,16,1,8,37,0,4379,0
1015.1,fzp,5.0,3468,2491,977,506.1469166666668,22,12,0,15,28,0,4413,0
1020.1,fzp,5.0,3495,2508,987,509.6184444444446,20,10,0,14,33,0,4443,0
1025.1,fzp,4.999999999999886,3517,2519,998,513.1094166666668,27,13,0,12,39,0,4483,0
1030.1,fzp,5.0,3535,2529,1006,516.6149722222224,20,12,0,13,29,0,4515,0
1035.1,fzp,5.0,3556,2550,1006,520.1420555555557,13,8,0,11,31,0,4536,0
1040.1,fzp,5.0,3558,2551,1007,523.6844166666667,20,12,1,5,29,0,4568,0
1045.1,fzp,5.0,3597,2571,1026,527.2413611111111,23,5,2,13,37,0,4596,0
1050.1,fzp,5.0,3608,2587,1021,530.8233055555555,12,11,2,6,35,0,4619,0
1055.1,fzp,5.0,3604,2595,1009,534.4219166666667,18,17,0,14,29,0,4654,0
1060.1,fzp,5.0,3612,2602,1010,538.0309444444445,19,12,0,15,23,0,4685,0
1065.1,fzp,5.0,3628,2621,1007,541.6580277777778,16,14,0,13,36,0,4715,0
1070.1,fzp,5.0,3631,2628,1003,545.3031666666667,19,18,0,13,31,0,4752,0
1075.1,fzp,5.0,3639,2636,1003,548.9587222222223,18,18,1,11,34,0,4788,0
1080.1,fzp,5.0,3651,2656,995,552.6337222222222,14,15,0,10,39,0,4817,0
1085.1,fzp,5.0,3677,2673,1004,556.3344166666667,14,8,0,3,36,0,4839,0
1090.1,fzp,5.0,3702,2683,1019,560.0538611111111,15,14,0,2,37,0,4868,0
1095.1,fzp,5.0,3702,2693,1009,563.7871944444445,17,17,0,8,36,0,4902,0
1100.1,fzp,5.0,3697,2688,1009,567.524,23,18,1,10,27,0,4943,0
1105.1,fzp,5.0,3700,2681,1019,571.2524722222222,23,18,1,6,29,0,4984,0
1110.1,fzp,5.0,3716,2683,1033,574.9774722222222,20,14,0,6,30,0,5018,0
1115.1,fzp,5.0,3727,2693,1034,578.7108055555556,15,10,0,13,22,0,5043,0
1120.1,fzp,5.0,3733,2704,1029,582.4587222222223,11,12,0,9,25,0,5066,0
1125.1,fzp,5.0,3741,2709,1032,586.21775,16,12,1,12,22,0,5094,0
1130.1,fzp,5.0,3744,2715,1029,589.9844166666667,20,9,0,8,27,0,5123,0
1135.1,fzp,5.0,3750,2723,1027,593.7608055555555,20,10,0,14,24,0,5153,0
1140.1,fzp,5.0,3754,2713,1041,597.5358055555555,24,18,0,11,21,0,5195,0
1145.1,fzp,5.0,3760,2710,1050,601.3017777777777,26,18,0,8,33,0,5239,0
1150.1,fzp,5.0,3773,2707,1066,605.0635833333333,27,12,0,9,27,0,5278,0
1155.1,fzp,5.0,3793,2711,1082,608.8260833333334,20,8,0,5,27,0,5306,0
1160.1,fzp,5.0,3799,2715,1084,612.5941388888889,18,15,0,7,30,0,5339,0
1165.1,fzp,5.0,3819,2725,1094,616.3719166666667,17,18,0,14,31,0,5374,0
1170.1,fzp,5.0,3823,2720,1103,620.1531666666667,25,19,1,15,25,0,5418,0
1175.1,fzp,5.0,3842,2738,1104,623.9434444444445,17,13,0,12,36,0,5448,0
1180.1,fzp,5.0,3871,2759,1112,627.7608055555556,12,10,0,12,31,0,5470,0
1185.1,fzp,5.0,3897,2772,1125,631.6017777777779,20,10,0,13,30,0,5500,0
1190.1,fzp,5.0,3909,2761,1148,635.444138888889,36,11,2,12,26,0,5547,0
1195.1,fzp,5.0,3919,2776,1143,639.2892777777779,28,12,0,19,36,0,5587,0
1200.1,fzp,5.0,3937,2789,1148,643.1538611111113,17,13,1,10,34,0,5617,0
1205.1,fzp,5.0,3956,2807,1149,647.0399722222223,27,5,1,17,34,0,5649,0
1210.1,fzp,5.0,3978,2843,1135,650.9635833333334,16,0,0,15,37,0,5665,0
1215.1,fzp,5.0,3987,2856,1131,654.9212222222224,16,8,1,11,27,0,5689,0
1220.1,fzp,5.0,3979,2858,1121,658.8892777777779,23,12,1,15,23,0,5724,0
1225.1,fzp,5.0,3998,2863,1135,662.8621944444446,25,12,0,10,32,0,5761,0
1230.1,fzp,5.0,4000,2868,1132,666.8420555555557,13,17,1,10,26,0,5791,0
1235.1,fzp,5.0,4008,2877,1131,670.8316388888891,21,12,1,8,35,0,5824,0
1240.1,fzp,5.0,4017,2902,1115,674.8448333333336,13,5,0,10,33,0,5842,0
1245.1,fzp,5.0,4018,2902,1116,678.8753888888891,17,13,0,7,23,0,5872,0
1250.1,fzp,5.0,4022,2911,1111,682.9121944444447,19,15,1,11,33,0,5906,0
1255.1,fzp,5.0,4020,2906,1114,686.951777777778,29,14,0,13,25,0,5949,0
1260.1,fzp,5.0,4034,2910,1124,690.9906666666669,16,13,0,9,24,0,5978,0
1265.1,fzp,5.0,4043,2922,1121,695.0406666666669,16,10,0,8,30,0,6004,0
1270.1,fzp,5.0,4056,2933,1123,699.106638888889,19,11,0,13,28,0,6034,0
1275.1,fzp,5.0,4085,2946,1139,703.189277777778,23,16,0,14,38,0,6073,0
1280.1,fzp,5.0,4095,2953,1142,707.2858055555557,21,9,1,13,25,0,6103,0
1285.1,fzp,5.0,4107,2981,1126,711.406638888889,14,5,0,13,34,0,6122,0
1290.1,fzp,5.0,4124,2993,1131,715.5552500000001,28,4,0,11,33,0,6154,0
1295.1,fzp,5.0,4134,2993,1141,719.7121944444445,28,12,0,9,31,0,6194,0
1300.1,fzp,5.0,4164,3018,1146,723.8865000000001,19,6,0,11,39,0,6219,0
1305.1,fzp,5.0,4190,3021,1169,728.0802500000001,25,13,0,8,33,0,6257,0
1310.1,fzp,5.0,4201,3018,1183,732.2740000000001,25,13,1,8,28,0,6295,0
1315.1,fzp,5.0,4205,3023,1182,736.469138888889,18,18,1,11,31,0,6331,0
1320.1,fzp,5.0,4235,3035,1200,740.6760833333334,21,11,0,14,30,0,6363,0
1325.1,fzp,5.0,4243,3046,1197,744.8990000000001,21,11,0,11,32,0,6395,0
1330.1,fzp,5.0,4254,3055,1199,749.1358055555556,23,8,0,11,29,0,6426,0
1335.1,fzp,5.0,4278,3064,1214,753.3851111111112,27,6,2,12,32,0,6459,0
1340.1,fzp,5.0,4292,3068,1224,757.6434444444445,24,5,1,10,24,0,6488,0
1345.1,fzp,5.0,4300,3060,1240,761.8990000000001,32,16,4,12,32,0,6536,0
1350.1,fzp,5.0,4306,3065,1241,766.1524722222223,26,11,1,13,30,0,6573,0
1355.1,fzp,5.0,4311,3079,1232,770.4191388888889,24,8,0,16,30,0,6605,0
1360.1,fzp,5.0,4313,3082,1231,774.6976111111112,26,15,0,16,28,0,6646,0
1365.1,fzp,5.0,4306,3092,1214,778.9851111111112,20,7,0,14,23,0,6673,0
1370.1,fzp,5.0,4320,3099,1221,783.2844166666667,15,13,0,9,26,0,6701,0
1375.1,fzp,5.0,4320,3120,1200,787.6031666666668,13,12,0,11,35,0,6726,0
1380.1,fzp,5.0,4326,3136,1190,791.9476111111112,16,13,0,11,34,0,6755,0
1385.1,fzp,5.0,4346,3150,1196,796.312888888889,14,12,0,5,35,0,6781,0
1390.1,fzp,5.0,4361,3154,1207,800.6906666666667,21,14,0,7,32,0,6816,0
1395.1,fzp,5.0,4357,3167,1190,805.0802500000001,17,14,0,13,31,0,6847,0
1400.1,fzp,5.0,4378,3186,1192,809.4920555555557,18,4,0,14,27,0,6869,0
1405.1,fzp,5.0,4375,3182,1193,813.9142777777779,27,11,0,11,23,0,6907,0
1410.1,fzp,5.0,4370,3178,1192,818.3309444444445,21,16,0,7,26,0,6944,0
1415.1,fzp,5.0,4381,3201,1180,822.7608055555556,16,10,1,17,33,0,6970,0
1420.1,fzp,5.0,4391,3221,1170,827.2205277777779,17,10,0,16,31,0,6997,0
1425.1,fzp,5.0,4403,3230,1173,831.7003888888889,25,22,0,19,37,0,7044,0
1430.1,fzp,5.0,4423,3230,1193,836.1865,29,16,0,13,32,0,7089,0
1435.1,fzp,5.0,4431,3225,1206,840.6691388888889,26,24,0,13,32,0,7139,0
1440.1,fzp,5.0,4436,3223,1213,845.1469166666667,22,20,1,8,33,0,7181,0
1445.1,fzp,5.0,4444,3219,1225,849.6205277777779,31,12,0,12,27,0,7224,0
1450.1,fzp,5.0,4461,3224,1237,854.0948333333334,22,12,0,9,30,0,7258,0
1455.1,fzp,5.0,4473,3224,1249,858.5726111111112,21,18,0,7,32,0,7297,0
1460.1,fzp,5.0,4481,3219,1262,863.0469166666668,25,11,0,3,28,0,7333,0
1465.1,fzp,5.0,4483,3225,1258,867.5219166666668,23,7,1,14,23,0,7363,0
1470.1,fzp,5.0,4485,3240,1245,872.0115000000002,23,12,0,16,34,0,7398,0
1475.1,fzp,5.0,4489,3249,1240,876.5177500000002,21,11,0,15,26,0,7430,0
1480.1,fzp,5.0,4508,3258,1250,881.0365000000002,24,11,0,11,33,0,7465,0
1485.1,fzp,5.0,4507,3258,1249,885.5615000000001,22,10,1,9,24,0,7497,0
1490.1,fzp,5.0,4505,3261,1244,890.0885833333334,24,12,0,8,31,0,7533,0
1495.1,fzp,5.0,4510,3264,1246,894.6198333333334,28,11,2,16,28,0,7572,0
1500.1,fzp,5.0,4505,3272,1233,899.1587222222223,18,19,1,12,34,0,7609,0
1505.1,fzp,5.0,4511,3289,1222,903.7149722222223,24,15,1,22,35,0,7648,0
1510.1,fzp,5.0,4527,3312,1215,908.2990000000001,17,12,0,16,36,0,7677,0
1515.1,fzp,5.0,4530,3317,1213,912.9024722222223,27,20,0,16,36,0,7724,0
1520.1,fzp,5.0,4531,3317,1214,917.5094166666668,20,17,0,13,24,0,7761,0
